term,term_label,parent_term,parent_label
ENVO:00005759,alluvial paddy field soil,ENVO:00005740,paddy field soil
ENVO:00002276,animal waste material,ENVO:00002873,organic waste material
ENVO:00003903,aviation fuel,ENVO:00002985,oil
ENVO:00003071,grass silage,ENVO:00003030,silage
ENVO:00003978,potato silage,ENVO:00003030,silage
ENVO:00003045,bacon curing brine,ENVO:00003044,brine
ENVO:00003900,rye grass silage,ENVO:00003071,grass silage
ENVO:00002874,air conditioning unit,ENVO:00003074,manufactured product
ENVO:00003893,cosmetic product,ENVO:00003074,manufactured product
ENVO:00003895,paper product,ENVO:00003074,manufactured product
ENVO:00010621,medical instrument,ENVO:00003074,manufactured product
ENVO:00003914,chalk soil,ENVO:00003082,enriched soil
ENVO:00005763,humus-rich acidic ash soil,ENVO:00003082,enriched soil
ENVO:00002272,waste treatment plant,ENVO:00003861,industrial building
ENVO:00003894,face cream product,ENVO:00003893,cosmetic product
ENVO:00003896,currency note,ENVO:00003895,paper product
ENVO:00005794,water scum,ENVO:00003930,scum
ENVO:00005776,peaty paddy field soil,ENVO:00005740,paddy field soil
ENVO:01000838,smoke,ENVO:00010505,aerosol
ENVO:0010163,dry river valley,ENVO:0010162,dry stream valley
ENVO:00002157,stromatolite mat,ENVO:01000008,microbial mat
ENVO:00002926,warm seep,ENVO:01000262,seep
ENVO:01000857,temperate mediterranean sea biome,ENVO:01000047,mediterranean sea biome
ENVO:01000084,estuarine front,ENVO:01000071,oceanic front
ENVO:01000085,plume front,ENVO:01000071,oceanic front
ENVO:01000086,coastal buoyancy current front,ENVO:01000071,oceanic front
ENVO:01000087,tidal mixing front,ENVO:01000071,oceanic front
ENVO:01000088,mid-shelf fronts,ENVO:01000071,oceanic front
ENVO:01000089,shelf-slope/shelf-break front,ENVO:01000071,oceanic front
ENVO:01000090,coastal upwelling front,ENVO:01000071,oceanic front
ENVO:01000091,topographic upwelling front,ENVO:01000071,oceanic front
ENVO:01000092,equatorial upwelling front,ENVO:01000071,oceanic front
ENVO:01000093,boundary current front,ENVO:01000071,oceanic front
ENVO:01000095,marginal ice zone front,ENVO:01000071,oceanic front
ENVO:01000096,water mass front,ENVO:01000071,oceanic front
ENVO:01000097,surface convergence,ENVO:01000071,oceanic front
ENVO:01000101,warm surface current,ENVO:01000099,marine surface current
ENVO:01000102,cold surface current,ENVO:01000099,marine surface current
ENVO:01000144,marine coral reef flat zone,ENVO:01000143,marine reef
ENVO:01000145,marine coral reef back reef,ENVO:01000143,marine reef
ENVO:01000146,marine coral reef crest,ENVO:01000143,marine reef
ENVO:01000147,marine coral reef fore reef,ENVO:01000143,marine reef
ENVO:01000148,marine coral reef buttress zone,ENVO:01000143,marine reef
ENVO:01000149,marine coral reef deep fore reef,ENVO:01000143,marine reef
ENVO:01000150,marine subtidal rocky reef,ENVO:01000143,marine reef
ENVO:01000218,xeric shrubland biome,ENVO:01000176,shrubland biome
ENVO:01000444,dacitic lava,ENVO:01000231,lava
ENVO:00000891,large freshwater lake biome,ENVO:01000252,freshwater lake biome
ENVO:00000892,small freshwater lake biome,ENVO:01000252,freshwater lake biome
ENVO:00000887,large river biome,ENVO:01000253,freshwater river biome
ENVO:00000888,large river headwater biome,ENVO:01000253,freshwater river biome
ENVO:00000889,large river delta biome,ENVO:01000253,freshwater river biome
ENVO:00000890,small river biome,ENVO:01000253,freshwater river biome
ENVO:01000338,litter layer,ENVO:01000355,vegetation layer
ENVO:00002873,organic waste material,ENVO:01000373,biological waste material
ENVO:01000471,ceiling,ENVO:01000420,building part
ENVO:01000825,eaves,ENVO:01000420,building part
ENVO:01000478,cement plaster,ENVO:01000476,plaster
ENVO:01000526,sedimentary intrusion,ENVO:01000525,rock intrusion
ENVO:03520000,low atmospheric level,ENVO:01000543,atmospheric layer
ENVO:03520001,middle atmospheric level,ENVO:01000543,atmospheric layer
ENVO:03520002,high atmospheric level,ENVO:01000543,atmospheric layer
ENVO:01000642,outer planetary core,ENVO:01000641,planetary core
ENVO:01000643,inner planetary core,ENVO:01000641,planetary core
ENVO:01000652,river channel,ENVO:01000650,stream channel
ENVO:01000693,rockfall,ENVO:01000690,mass wasting
ENVO:01000695,mudslide,ENVO:01000690,mass wasting
ENVO:02000121,peat extraction,ENVO:01000785,material extraction process
ENVO:01000793,atmospheric wind,ENVO:02500003,atmospheric process
ENVO:01000795,planetary wind,ENVO:01000792,mass gaseous flow
ENVO:01000803,asteroid,ENVO:01000809,minor planet
ENVO:01000834,water raindrop,ENVO:01000833,water droplet
ENVO:2000009,sub-bitumous coal,ENVO:02000091,coal
ENVO:02000095,uranium ore,ENVO:02000094,ore
ENVO:02000096,iron ore,ENVO:02000094,ore
ENVO:02000097,gold ore,ENVO:02000094,ore
ENVO:02000098,platinum ore,ENVO:02000094,ore
ENVO:02000111,copper ore,ENVO:02000094,ore
ENVO:02000102,fibrous glass dust,ENVO:02000101,fibrous dust
ENVO:02000106,asbestos dust,ENVO:02000101,fibrous dust
ENVO:02000108,cotton dust,ENVO:02000109,dust from plant parts
ENVO:02000113,welding fume,ENVO:02000112,fume
ENVO:02000114,paraffin wax fume,ENVO:02000112,fume
ENVO:02000120,zinc chloride fume,ENVO:02000112,fume
ENVO:02000116,aluminum welding fume,ENVO:02000113,welding fume
ENVO:02500024,accumulation of toxins from algal bloom process,ENVO:02500022,algal bloom process phase
ENVO:02500025,degradation of toxins from algal bloom process,ENVO:02500022,algal bloom process phase
ENVO:01000929,mushroom environment,ENVO:2100000,anatomical entity environment
ENVO:2100004,integumental system environment,ENVO:2100000,anatomical entity environment
ENVO:2100006,feather environment,ENVO:01001110,ecosystem
ENVO:2100005,face skin environment,ENVO:2100003,skin environment
ENVO:01001239,forest canopy,ENVO:01001242,canopy
ENVO:01001807,flooded grassland,ENVO:01001206,grassland ecosystem
ENVO:01001808,montane grassland,ENVO:01001206,grassland ecosystem
ENVO:01001811,temperate grassland,ENVO:01001206,grassland ecosystem
ENVO:01001812,subpolar grassland,ENVO:01001206,grassland ecosystem
ENVO:01000432,swamp forest,ENVO:01001243,forest ecosystem
ENVO:01000433,needleleaf forest,ENVO:01001243,forest ecosystem
ENVO:01000434,sclerophyllous forest,ENVO:01001243,forest ecosystem
ENVO:01000435,montane forest,ENVO:01001243,forest ecosystem
ENVO:01001747,mass fluid flow,ENVO:01001334,advective transport process
ENVO:01001394,accumulation of matter on aerosolised particles,ENVO:03000009,material accumulation process
ENVO:01001787,aquatic ecosystem,ENVO:01001110,ecosystem
ENVO:01001790,terrestrial ecosystem,ENVO:01001110,ecosystem
ENVO:00000077,agricultural ecosystem,ENVO:01001110,ecosystem
ENVO:01001058,environment associated with a fungal tissue,ENVO:01001110,ecosystem
ENVO:01001055,environment associated with an animal part or small animal,ENVO:01001110,ecosystem
ENVO:01001001,plant-associated environment,ENVO:01001000,environmental system determined by an organism
ENVO:01001002,animal-associated environment,ENVO:01001000,environmental system determined by an organism
ENVO:01001030,environment determined by a metazoan secretion,ENVO:01001110,ecosystem
ENVO:01001031,environment determined by a plant substance,ENVO:01001057,environment associated with a plant part or small plant
ENVO:01001032,environment determined by a biofilm on a plant surface,ENVO:01001110,ecosystem
ENVO:01001040,saline environment,ENVO:01000998,environmental system determined by a material
ENVO:01001042,sterile water environment,ENVO:01000317,aquatic environment
ENVO:01001043,hypersaline water environment,ENVO:01000307,saline water environment
ENVO:01001044,soil environment,ENVO:01000998,environmental system determined by a material
ENVO:01001047,non-saline planetary subsurface environment,ENVO:01001046,planetary subsurface environment
ENVO:01001049,non-saline sediment environment,ENVO:01001048,sediment environment
ENVO:01001051,environment determined by a biofilm on a non-saline surface,ENVO:01001110,ecosystem
ENVO:01001053,saline aerosol environment,ENVO:01001052,aerosol environment
ENVO:01001054,non-saline aerosol environment,ENVO:01001052,aerosol environment
ENVO:01001059,mock community culture,ENVO:02000008,cell culture
ENVO:01001060,single strain cell culture,ENVO:02000008,cell culture
ENVO:01000892,area of cropland,ENVO:01001305,vegetated area
ENVO:01000951,natural environment,ENVO:01000254,environmental system
ENVO:01000916,rubbish landslide,ENVO:01000690,mass wasting
ENVO:01000915,ice loss process,ENVO:03000016,material decumulation process
ENVO:01000995,dry river,ENVO:00000278,dry stream
ENVO:01000996,human-directed construction process,OBI_0000011,planned process
ENVO:01000997,environmental system determined by a quality,ENVO:01000254,environmental system
ENVO:01000998,environmental system determined by a material,ENVO:01000254,environmental system
ENVO:01001004,groundwater,ENVO:00005792,underground water
ENVO:01001005,lunar rainbow,ENVO:01001006,rainbow
ENVO:01001006,rainbow,ENVO:01001009,photometeor
ENVO:01001007,solar rainbow,ENVO:01001006,rainbow
ENVO:01001008,meteor,BFO_0000030,object
ENVO:01001009,photometeor,ENVO:01001008,meteor
ENVO:01001010,hydrometeor,ENVO:01001008,meteor
ENVO:01001011,light emitted by lightning,ENVO:01001009,photometeor
ENVO:01001012,lithometeor,ENVO:01001008,meteor
ENVO:01001013,reflection rainbow,ENVO:01001006,rainbow
ENVO:01001014,monochrome solar rainbow,ENVO:01001007,solar rainbow
ENVO:01001015,fogbow,ENVO:01001006,rainbow
ENVO:01001016,glory,ENVO:01001009,photometeor
ENVO:01001017,halo,ENVO:01001009,photometeor
ENVO:01001018,hypereutrophic water,ENVO:00002224,eutrophic water
ENVO:01001019,hypereutrophic lake,ENVO:01000548,eutrophic lake
ENVO:01001020,hypersaline lake,ENVO:00000019,saline lake
ENVO:01001021,humic lake,ENVO:00000020,lake
ENVO:01001022,natural lake,ENVO:00000020,lake
ENVO:01001023,radiation,ENVO:01001852,energy transfer process
ENVO:01001024,particle radiation,ENVO:01001023,radiation
ENVO:01001025,particle beam radiation,ENVO:01001024,particle radiation
ENVO:01001026,electromagnetic radiation,ENVO:01001023,radiation
ENVO:01001027,acoustic radiation,ENVO:01001023,radiation
ENVO:01001028,sediment permeated by freshwater,ENVO:00002007,sediment
ENVO:01001036,sediment permeated by saline water,ENVO:00002007,sediment
ENVO:01001037,slightly saline water,ENVO:00002010,saline water
ENVO:01001038,moderately saline water,ENVO:00002010,saline water
ENVO:01001039,highly saline water,ENVO:00002010,saline water
ENVO:01001045,oceanic subsurface zone,ENVO:01000941,planetary subsurface zone
ENVO:01001046,planetary subsurface environment,ENVO:01000254,environmental system
ENVO:01001052,aerosol environment,ENVO:01000998,environmental system determined by a material
ENVO:09200015,humidity of soil,PATO_0015009,humidity
ENVO:09200020,concentration of nitrate in groundwater,ENVO:3100022,concentration of nitrate in liquid water
ENVO:01001084,particulate matter formation process,ENVO:03000043,material transformation process
ENVO:01001362,atmospheric wind speed,PATO_0000008,speed
ENVO:01001363,volume of hydrological precipitation,PATO_0000918,volume
ENVO:01001481,public prision,ENVO:01000781,public building
ENVO:01001433,terrestrial mining,ENVO:01001437,mining
ENVO:01001437,mining,ENVO:01001436,planned environmental usage process
ENVO:01001443,usage of an environment for recreation,ENVO:01001436,planned environmental usage process
ENVO:01001444,usage of an environment for transportation,ENVO:01001436,planned environmental usage process
ENVO:01001445,usage of an environment for infrastructure and utilities,ENVO:01001436,planned environmental usage process
ENVO:01001447,usage of an environment for community and social services,ENVO:01001436,planned environmental usage process
ENVO:01001448,usage of an environment for retail activity,ENVO:01001436,planned environmental usage process
ENVO:01001450,usage of an environment for industry,ENVO:02500027,anthropogenic environmental process
ENVO:01001784,compound astronomical body part,ENVO:01000813,astronomical body part
ENVO:03510056,methyl cellulose paste,ENVO:00003074,manufactured product
ENVO:06105116,discarded fishing gear,ENVO:06105117,abandoned fishing gear
ENVO:06105120,entanglement process,ENVO:02500000,environmental system process
ENVO:03000002,firn,ENVO:01000406,snow
ENVO:03000029,glacial ice gain,ENVO:03000011,ice gain
ENVO:01001082,climate,ENVO:01000452,environmental disposition
ENVO:01001347,glacial equlibrium line,ENVO:01001353,environmental zone of processual equilibrium
ENVO:01001358,hydroclimate,ENVO:01001082,climate
ENVO:01001467,UNEP-WCMC class 7 mountain,ENVO:00000176,elevation
ENVO:01001463,UNEP-WCMC class 3 mountain,ENVO:01001459,high-elevation mountain
ENVO:03510061,soy ink,ENVO:00003074,manufactured product
ENVO:03510060,gel ink,ENVO:00003074,manufactured product
ENVO:03510055,rubber cement,ENVO:00003074,manufactured product
ENVO:06105126,weathering of plastic,ENVO:06105119,weathering
ENVO:01000881,snowstorm,ENVO:01000877,atmospheric storm
ENVO:01000940,fissure water,ENVO:00002006,liquid water
ENVO:01000941,planetary subsurface zone,ENVO:01001776,subsurface zone of an astronomical body
ENVO:01000942,continental subsurface zone,ENVO:01000941,planetary subsurface zone
ENVO:03000005,erosionally enriched glacial ice,ENVO:03000025,erosionally enriched ice
ENVO:03000006,glacial erosion process,ENVO:02500028,planetary erosion
ENVO:03000007,blue ice,ENVO:01000277,water ice
ENVO:03000008,compaction process,ENVO:02500000,environmental system process
ENVO:03000010,material transport process,ENVO:02500000,environmental system process
ENVO:03000011,ice gain,ENVO:01001618,ice accumulation process
ENVO:03000012,glacial transport process,ENVO:01001655,glacial process
ENVO:03000016,material decumulation process,ENVO:02500000,environmental system process
ENVO:03000017,glacial ice loss,ENVO:01000915,ice loss process
ENVO:03000018,englacial stream,ENVO:00000023,stream
ENVO:03000020,aeolian transport process,ENVO:03000010,material transport process
ENVO:03000025,erosionally enriched ice,ENVO:01000277,water ice
ENVO:03000027,powdery snow,ENVO:01000406,snow
ENVO:03000030,glacial ice calving process,ENVO:01000917,ice calving process
ENVO:03000031,iceberg calving process,ENVO:03000030,glacial ice calving process
ENVO:03000032,calving of ice from an iceberg,ENVO:01000917,ice calving process
ENVO:03000034,shallow marine sediment,ENVO:03000033,marine sediment
ENVO:03000035,supraglacial lake,ENVO:00000020,lake
ENVO:03000036,sedimentation in a water body,ENVO:03000009,material accumulation process
ENVO:03000037,glacial ice ablation zone,ENVO:01000914,ice ablation zone
ENVO:03000038,cryoconite deposit,ENVO:01000060,particulate matter
ENVO:03000039,cryoconite hole,ENVO:03000048,thaw hole
ENVO:03000040,melt pond,ENVO:00000063,water body
ENVO:03000041,brine channel,ENVO:03000117,channel
ENVO:03000042,brine channel formation process,ENVO:02500031,hydrological process
ENVO:03000043,material transformation process,ENVO:02500000,environmental system process
ENVO:03000044,sea ice formation process,ENVO:01000950,water ice formation process
ENVO:03000046,frazil ice,ENVO:03000063,new ice
ENVO:03000047,frazil ice formation,ENVO:03000056,new ice formation process
ENVO:03000050,atmosphere-exposed melt pond,ENVO:03000040,melt pond
ENVO:03000051,ice-encased melt pond,ENVO:03000040,melt pond
ENVO:03000053,intraglacial lake,ENVO:00000020,lake
ENVO:03000055,desublimation of water vapour into ice,ENVO:01000726,desublimation process
ENVO:03000056,new ice formation process,ENVO:01000950,water ice formation process
ENVO:03000058,nilas formation process,ENVO:03000044,sea ice formation process
ENVO:03000059,young ice formation process,ENVO:03000044,sea ice formation process
ENVO:03000060,first year ice formation process,ENVO:03000044,sea ice formation process
ENVO:03000061,second year ice formation,ENVO:03000044,sea ice formation process
ENVO:03000062,multiyear ice formation process,ENVO:03000044,sea ice formation process
ENVO:03000063,new ice,ENVO:01000277,water ice
ENVO:03000065,ice floe,ENVO:01000277,water ice
ENVO:03000066,sea ice floe,ENVO:03000065,ice floe
ENVO:03000067,pancake ice,ENVO:03000066,sea ice floe
ENVO:03000068,nilas,ENVO:03000066,sea ice floe
ENVO:03000069,young ice,ENVO:03000066,sea ice floe
ENVO:03000071,first year ice,ENVO:00002200,sea ice
ENVO:03000072,second year ice,ENVO:00002200,sea ice
ENVO:03000073,multiyear ice,ENVO:00002200,sea ice
ENVO:03000074,grease ice layer,ENVO:01001276,water ice layer
ENVO:03000076,slush ice,ENVO:00010483,environmental material
ENVO:03000077,slush ice layer,ENVO:01001276,water ice layer
ENVO:03000078,slush formation process,ENVO:03000056,new ice formation process
ENVO:03000079,shuga formation process,ENVO:03000056,new ice formation process
ENVO:03000082,thermokarst lake,ENVO:00000021,freshwater lake
ENVO:03000083,methane-releasing thermokarst lake,ENVO:03000082,thermokarst lake
ENVO:03000084,thermokarst depression,ENVO:03000015,geographic basin
ENVO:03000085,thermokarst,ENVO:01000635,planetary landmass
ENVO:03000086,ice-bearing permafrost thawing process,ENVO:02500031,hydrological process
ENVO:03000088,methane-laden permafrost,ENVO:00000134,permafrost
ENVO:03000089,permafrost crater derived from a methane explosion,ENVO:00000514,crater
ENVO:03000090,explosion process,ENVO:01000839,combustion process
ENVO:03000091,permafrost methane explosion,ENVO:03000090,explosion process
ENVO:03000092,gas emission process,ENVO:03000010,material transport process
ENVO:03000093,hydrocarbon gas emission process,ENVO:03000092,gas emission process
ENVO:03000094,methane gas emission process,ENVO:03000093,hydrocarbon gas emission process
ENVO:03000095,season generating process,ENVO:02500000,environmental system process
ENVO:03000096,season,BFO_0000003,occurrent
ENVO:03000097,warm season,ENVO:03000096,season
ENVO:03000098,cold season,ENVO:03000096,season
ENVO:03000099,seasonal melting process,ENVO:01000723,melting
ENVO:03000101,solid-phase sintering,ENVO:03000008,compaction process
ENVO:03000102,glacial sintering,ENVO:03000101,solid-phase sintering
ENVO:03000103,aeolian transport of snow,ENVO:03000020,aeolian transport process
ENVO:03000104,snow drift formation,ENVO:01001617,snow accumulation process
ENVO:03000105,slab avalanche,ENVO:01000690,mass wasting
ENVO:03000106,powdery snow avalanche,ENVO:01000691,avalanche
ENVO:03000107,wet snow avalanche,ENVO:01000691,avalanche
ENVO:03000108,slab snow,ENVO:01000406,snow
ENVO:03000110,cryoform,ENVO:00000191,solid astronomical body part
ENVO:03000111,snow mass,ENVO:00000131,glacial feature
ENVO:03000112,snow drift,ENVO:03000111,snow mass
ENVO:03000113,snow patch,ENVO:03000111,snow mass
ENVO:03000114,seasonal snow patch,ENVO:03000113,snow patch
ENVO:03000115,perennial snow patch,ENVO:03000113,snow patch
ENVO:03000116,snowpack,ENVO:03000111,snow mass
ENVO:03000117,channel,ENVO:00000191,solid astronomical body part
ENVO:03000118,atmosphere and water column exposed melt pond,ENVO:03000040,melt pond
ENVO:03000119,water column exposed melt pond,ENVO:03000040,melt pond
ENVO:03000120,subglacial lake,ENVO:00000198,ice-covered lake
ENVO:01000952,anthropisation,ENVO:01001434,anthropogenic ecosystem conversion process
ENVO:01000953,tree line ecotone,ENVO:01000947,ecotone
ENVO:01000954,alpine tree line ecotone,ENVO:01000953,tree line ecotone
ENVO:01000955,desert tree line ecotone,ENVO:01000953,tree line ecotone
ENVO:01000956,desert-alpine tree line ecotone,ENVO:01000955,desert tree line ecotone
ENVO:01000957,double tree line ecotone,ENVO:01000953,tree line ecotone
ENVO:01000958,terrestrial planet,ENVO:01000800,planet
ENVO:01000959,primary atmosphere,ENVO:01000810,planetary atmosphere
ENVO:01000960,secondary atmosphere,ENVO:01000810,planetary atmosphere
ENVO:01000961,tertiary atmosphere,ENVO:01000810,planetary atmosphere
ENVO:01000962,diatomite,ENVO:00002016,sedimentary rock
ENVO:01000963,diatomite particle,ENVO:00000339,piece of rock
ENVO:01000964,industrial wastewater,ENVO:00002001,waste water
ENVO:01000965,constructed swimming pool,ENVO:00000070,human construction
ENVO:01000966,private swimming pool,ENVO:01000965,constructed swimming pool
ENVO:01000967,public swimming pool,ENVO:01000965,constructed swimming pool
ENVO:01000968,water intake,ENVO:00000070,human construction
ENVO:01000969,cafeteria,ENVO:01000934,restaurant
ENVO:01000970,delicatessen,ENVO:01000984,grocery store
ENVO:01000971,food truck,ENVO:01000602,truck
ENVO:01000972,take-out restaurant,ENVO:01000934,restaurant
ENVO:01000973,kiosk,ENVO:01001222,commercial building
ENVO:01000974,food kiosk,ENVO:01000973,kiosk
ENVO:01000976,pitfall trap,ENVO:01000975,animal trap
ENVO:01000977,dry pitfall trap,ENVO:01000976,pitfall trap
ENVO:01000978,wet pitfall trap,ENVO:01000976,pitfall trap
ENVO:01000979,channel of an intermittent river,ENVO:01000980,channel of an intermittent stream
ENVO:01000980,channel of an intermittent stream,ENVO:00000549,container of an intermittent water body
ENVO:01000981,mass liquid flow,ENVO:01001747,mass fluid flow
ENVO:01000982,water flow process,ENVO:01000981,mass liquid flow
ENVO:01000983,technosphere,ENVO:01000813,astronomical body part
ENVO:01000984,grocery store,ENVO:00002222,food shop
ENVO:01000985,fairground,ENVO:00000002,anthropogenic geographic feature
ENVO:01000986,agricultural fairground,ENVO:01000985,fairground
ENVO:01000987,market,ENVO:00000002,anthropogenic geographic feature
ENVO:01000988,ethnic food shop,ENVO:00002222,food shop
ENVO:01000989,plumbing fixture,ENVO:00003074,manufactured product
ENVO:01000990,sink fixture,ENVO:01000989,plumbing fixture
ENVO:01000991,bathtub fixture,ENVO:01000989,plumbing fixture
ENVO:01000992,shower fixture,ENVO:01000989,plumbing fixture
ENVO:01000993,manufacturing process,OBI_0000011,planned process
ENVO:01000994,planetary manufacturing process,ENVO:01000993,manufacturing process
ENVO:09200014,temperature of water,ENVO:09200000,temperature of environmental material
ENVO:01001132,hot Neptune,ENVO:01001122,gas planet
ENVO:01001061,caldera lake,ENVO:00000052,volcanic crater lake
ENVO:01001062,crater lake,ENVO:00000020,lake
ENVO:01001063,oxic water,ENVO:00002006,liquid water
ENVO:01001064,hypoxic water,ENVO:00002006,liquid water
ENVO:01001065,meteorite lake,ENVO:01001070,impact crater lake
ENVO:01001066,impact between astronomical bodies,ENVO:01001763,impact event
ENVO:01001067,meterorite impact,ENVO:01001066,impact between astronomical bodies
ENVO:01001068,meteoroid,ENVO:01000799,astronomical body
ENVO:01001069,metallic material,ENVO:00010483,environmental material
ENVO:01001070,impact crater lake,ENVO:01001062,crater lake
ENVO:01001071,impact crater,ENVO:00000514,crater
ENVO:01001072,anoxic lake,ENVO:00000020,lake
ENVO:01001073,lake with an anoxic hypolimnion,ENVO:00000020,lake
ENVO:01001074,lake with a hypoxic hypolimnion,ENVO:00000020,lake
ENVO:01001075,hypoxic lake,ENVO:00000020,lake
ENVO:01001076,oxic lake,ENVO:00000020,lake
ENVO:01001077,lake with an oxic hypolimnion,ENVO:00000020,lake
ENVO:01001078,weather,ENVO:01001081,environmental variability
ENVO:01001079,atmospheric weather,ENVO:01001078,weather
ENVO:01001080,space weather,ENVO:01001078,weather
ENVO:01001081,environmental variability,ENVO:01000203,environmental condition
ENVO:01001083,cloud formation process,ENVO:03000009,material accumulation process
ENVO:01001085,atmospheric aerosol formation,ENVO:02500003,atmospheric process
ENVO:01001086,formation of a solid aerosol in an atmosphere,ENVO:01001085,atmospheric aerosol formation
ENVO:01001088,aerosolised liquids,ENVO:00010505,aerosol
ENVO:01001089,aerosolised solids,ENVO:00010505,aerosol
ENVO:01001091,formation of a liquid aerosol from gaseous material in an atmosphere,ENVO:01001087,formation of a liquid aerosol in an atmosphere
ENVO:01001092,tectonic lake,ENVO:00000020,lake
ENVO:01001093,tectonic movement,ENVO:03000010,material transport process
ENVO:01001094,convergent tectonic movement,ENVO:01001093,tectonic movement
ENVO:01001095,divergent tectonic movement,ENVO:01001093,tectonic movement
ENVO:01001096,transform tectonic movement,ENVO:01001093,tectonic movement
ENVO:01001097,tectonic plate,ENVO:00000191,solid astronomical body part
ENVO:01001098,tectonic plate boundary,ENVO:01000408,environmental zone
ENVO:01001099,divergent plate boundary,ENVO:01001098,tectonic plate boundary
ENVO:01001100,convergent plate boundary,ENVO:01001098,tectonic plate boundary
ENVO:01001101,transform plate boundary,ENVO:01001098,tectonic plate boundary
ENVO:01001102,tectonic plate subduction,ENVO:01001094,convergent tectonic movement
ENVO:01001103,detritus,ENVO:01000155,organic material
ENVO:01001104,rift zone,ENVO:01001784,compound astronomical body part
ENVO:01001105,aeolian lake,ENVO:00000020,lake
ENVO:01001106,landslide lake,ENVO:00000020,lake
ENVO:01001107,rockslide lake,ENVO:01001106,landslide lake
ENVO:01001108,rockslide process,ENVO:01000692,landslide process
ENVO:01001109,Karman vortex street,ENVO:01001784,compound astronomical body part
ENVO:01001110,ecosystem,ENVO:01000254,environmental system
ENVO:01001112,fossilization of organic material,ENVO:02500000,environmental system process
ENVO:01001113,forage material,ENVO:0010003,agricultural environmental material
ENVO:01001115,manure storage space,ENVO:00000077,agricultural ecosystem
ENVO:01001116,bovine dairy liquid manure,ENVO:00003031,animal manure
ENVO:01001117,poultry manure,ENVO:00003031,animal manure
ENVO:01001118,heat-treated animal manure,ENVO:00003031,animal manure
ENVO:01001119,composted animal manure,ENVO:00003031,animal manure
ENVO:01001120,animal manure product,ENVO:00003074,manufactured product
ENVO:01001121,plant matter,ENVO:01000814,solid environmental material
ENVO:01001122,gas planet,ENVO:01000800,planet
ENVO:01001123,dwarf gas planet,ENVO:01001122,gas planet
ENVO:01001124,giant gas planet,ENVO:01001122,gas planet
ENVO:01001125,ice,ENVO:00010483,environmental material
ENVO:01001127,ice giant,ENVO:01000800,planet
ENVO:01001128,mini-Neptune,ENVO:01001122,gas planet
ENVO:01001130,gravitational motion,ENVO:02500000,environmental system process
ENVO:01001131,hot Jupiter,ENVO:01001124,giant gas planet
ENVO:01001133,mega-Earth,ENVO:01000958,terrestrial planet
ENVO:01001134,super-Earth,ENVO:01000958,terrestrial planet
ENVO:01001136,ocean planet,ENVO:01000800,planet
ENVO:01001137,ice planet,ENVO:01000800,planet
ENVO:01001138,carbon dioxide ice,ENVO:01001125,ice
ENVO:01001139,methane ice,ENVO:01001125,ice
ENVO:01001140,ammonia ice,ENVO:01001125,ice
ENVO:01001141,carbon monoxide ice,ENVO:01001125,ice
ENVO:01001142,iron planet,ENVO:01000958,terrestrial planet
ENVO:01001143,lava planet,ENVO:01000800,planet
ENVO:01001144,sub-Earth,ENVO:01000958,terrestrial planet
ENVO:01001145,chthonian planet,ENVO:01000800,planet
ENVO:01001146,photoevaporation,ENVO:03000010,material transport process
ENVO:01001147,helium planet,ENVO:01001122,gas planet
ENVO:01001148,planetesimal,ENVO:01000799,astronomical body
ENVO:01001149,protoplanet,ENVO:01000799,astronomical body
ENVO:01001150,protoplanetary disk,ENVO:01000804,astronomical object
ENVO:01001151,proplyd,ENVO:01001150,protoplanetary disk
ENVO:01001152,mesoplanet,ENVO:01000800,planet
ENVO:01001153,circumbinary planet,ENVO:01000800,planet
ENVO:01001154,volatile astrogeological material,ENVO:00010483,environmental material
ENVO:01001155,astrogeological gas,ENVO:01001154,volatile astrogeological material
ENVO:01001156,refractory astrogeological material,ENVO:00010483,environmental material
ENVO:01001157,atmospheric escape,ENVO:03000010,material transport process
ENVO:01001158,hydrodynamic escape,ENVO:01001157,atmospheric escape
ENVO:01001506,ice calf,ENVO:01000293,ice mass
ENVO:03510000,wood dust,ENVO:00002008,dust
ENVO:03510002,automatic transmission fluid,ENVO:00003074,manufactured product
ENVO:03510006,diesel fuel,ENVO:00002984,petroleum
ENVO:03510007,gasoline,ENVO:00002984,petroleum
ENVO:03510008,diesel exhaust,ENVO:01000797,gaseous environmental material
ENVO:03510009,gasoline exhaust,ENVO:01000797,gaseous environmental material
ENVO:03510010,dye,ENVO:00003074,manufactured product
ENVO:03510011,leather dye,ENVO:03510010,dye
ENVO:03510012,paper dye,ENVO:03510010,dye
ENVO:03510013,textile dye,ENVO:03510010,dye
ENVO:03510014,India ink,ENVO:00003074,manufactured product
ENVO:03510015,xanthan gum,ENVO:00010483,environmental material
ENVO:03510016,tragacanth,ENVO:00010483,environmental material
ENVO:03510017,fountain pen ink,ENVO:00003074,manufactured product
ENVO:03510018,resin,ENVO:00010483,environmental material
ENVO:03510019,cleaning agent,ENVO:2000000,chemical product
ENVO:03510020,degreaser,ENVO:03510019,cleaning agent
ENVO:03510021,varnish,ENVO:00003074,manufactured product
ENVO:03510022,resin (gum) varnish,ENVO:03510021,varnish
ENVO:03510023,shellac,ENVO:00010483,environmental material
ENVO:03510024,lacquer,ENVO:2000000,chemical product
ENVO:03510025,paint thinner,ENVO:2000000,chemical product
